"package_name","categories","is_essential","website_url","repo_url","date_added","notes"
"performance","stats",FALSE,"https://easystats.github.io/performance/","https://github.com/easystats/performance/","1900-01-01",""
"piecepackr","geoms",FALSE,"https://trevorldavis.com/piecepackr/","https://github.com/piecepackr/piecepackr/","1900-01-01",""
"pilot","themes",FALSE,NA,"https://github.com/olihawkins/pilot/","1900-01-01",""
"plotDK","maps",FALSE,NA,"https://github.com/kristianSN/plotDK/","1900-01-01",""
"plotGrouper","interactive_tools",FALSE,"https://jdgagnon.github.io/plotGrouper/","https://github.com/jdgagnon/plotGrouper/","1900-01-01",""
"plotROC","stats",FALSE,"http://sachsmc.github.io/plotROC/","https://github.com/sachsmc/plotROC/","1900-01-01",""
"plotluck","helpers",FALSE,"https://htmlpreview.github.io/?https://github.com/stefan-schroedl/plotluck/blob/master/inst/doc/plotluck.html","https://github.com/stefan-schroedl/plotluck/","1900-01-01",""
"plotly","animation|interactive_plots",FALSE,"https://plotly-r.com/","https://github.com/plotly/plotly.R/","1900-01-01",""
"ppsr","stats",FALSE,"https://towardsdatascience.com/rip-correlation-introducing-the-predictive-power-score-3d90808b9598","https://github.com/paulvanderlaken/ppsr/","1900-01-01",""
"prettyglm","stats",FALSE,"https://jared-fowler.github.io/prettyglm/","https://github.com/jared-fowler/prettyglm/","1900-01-01",""
"qgraph","stats",FALSE,"https://www.jstatsoft.org/article/view/v048i04","https://github.com/SachaEpskamp/qgraph/","1900-01-01",""
"qqplotr","stats",FALSE,"https://aloy.github.io/qqplotr/","https://github.com/aloy/qqplotr/","1900-01-01",""
"radiant","data|interactive_tools",FALSE,"https://radiant-rstats.github.io/docs/","https://github.com/radiant-rstats/radiant","1900-01-01",""
"rayshader","maps",FALSE,"https://www.rayshader.com/","https://github.com/tylermorganwall/rayshader/","1900-01-01",""
"rcartocolor","scales_and_guides",FALSE,"https://jakubnowosad.com/rcartocolor/","https://github.com/Nowosad/rcartocolor/","1900-01-01",""
"reconPlots","geoms",FALSE,NA,"https://github.com/andrewheiss/reconPlots/","1900-01-01",""
"relayer","scales_and_guides",FALSE,NA,"https://github.com/clauswilke/relayer/","1900-01-01",""
"rmapshaper","maps",FALSE,"https://andyteucher.ca/rmapshaper/","https://github.com/ateucher/rmapshaper/","1900-01-01",""
"rms","data",FALSE,"https://hbiostat.org/r/rms/","https://github.com/harrelfe/rms/","1900-01-01",""
"rockthemes","scales_and_guides",FALSE,"https://johnmackintosh.github.io/rockthemes/","https://github.com/johnmackintosh/rockthemes/","1900-01-01",""
"savonliquide","helpers",FALSE,NA,"https://github.com/feddelegrand7/savonliquide/","1900-01-01",""
"scales","scales_and_guides",FALSE,"https://scales.r-lib.org/","https://github.com/r-lib/scales/","1900-01-01",""
"scattermore","geoms",FALSE,"https://exaexa.github.io/scattermore/","https://github.com/exaexa/scattermore/","1900-01-01",""
"scico","scales_and_guides",FALSE,"https://www.fabiocrameri.ch/colourmaps/","https://github.com/thomasp85/scico/","1900-01-01",""
"see","geoms|scales_and_guides|themes",FALSE,"https://easystats.github.io/see/","https://github.com/easystats/see/","1900-01-01",""
"sf","maps",FALSE,"https://r-spatial.github.io/sf/","https://github.com/r-spatial/sf/","1900-01-01",""
"shades","scales_and_guides",FALSE,NA,"https://github.com/jonclayden/shades/","1900-01-01",""
"shadowtext","annotations",FALSE,NA,"https://github.com/GuangchuangYu/shadowtext/","1900-01-01",""
"showtext","themes",FALSE,NA,"https://github.com/yixuan/showtext/","1900-01-01",""
"sjPlot","stats",FALSE,"https://strengejacke.github.io/sjPlot/","https://github.com/strengejacke/sjPlot/","1900-01-01",""
"soilpalettes","scales_and_guides",FALSE,NA,"https://github.com/kaizadp/soilpalettes/","1900-01-01",""
"sportsdataverse","sports",FALSE,"https://r.sportsdataverse.org/","https://github.com/sportsdataverse/sportsdataverse-R/","1900-01-01",""
"sportyR","sports",FALSE,"https://sportyr.sportsdataverse.org/","https://github.com/sportsdataverse/sportyR/","1900-01-01",""
"starBliss","maps",FALSE,NA,"https://github.com/benyamindsmith/starBliss/","1900-01-01",""
"starry","interactive_tools",FALSE,"https://joe-chelladurai.github.io/starry/","https://github.com/joe-chelladurai/starry/","1900-01-01",""
"stars","maps",FALSE,"https://r-spatial.github.io/stars/","https://github.com/r-spatial/stars/","1900-01-01",""
"streamgraph","interactive_plots",FALSE,"http://hrbrmstr.github.io/streamgraph/","https://github.com/hrbrmstr/streamgraph/","1900-01-01",""
"sugarbag","maps",FALSE,"https://srkobakian.github.io/sugarbag/","https://github.com/srkobakian/sugarbag/","1900-01-01",""
"sugrrants","facets",FALSE,"https://pkg.earo.me/sugrrants/","https://github.com/earowang/sugrrants/","1900-01-01",""
"superb","interactive_tools|stats",FALSE,"https://dcousin3.github.io/superb/","https://github.com/dcousin3/superb/","1900-01-01",""
"survminer","annotations|stats",FALSE,"https://rpkgs.datanovia.com/survminer/","https://github.com/kassambara/survminer/","1900-01-01",""
"swimplot","geoms",FALSE,NA,NA,"1900-01-01",""
"tagger","facets",FALSE,NA,"https://github.com/eliocamp/tagger/","1900-01-01",""
"thematic","interactive_tools",FALSE,"https://rstudio.github.io/thematic/","https://github.com/rstudio/thematic/","1900-01-01",""
"tidybayes","stats",FALSE,"https://mjskay.github.io/tidybayes/","https://github.com/mjskay/tidybayes/","1900-01-01",""
"tidygeocoder","data|maps",FALSE,"https://jessecambon.github.io/tidygeocoder/","https://github.com/jessecambon/tidygeocoder/","1900-01-01",""
"tidygraph","networks",FALSE,"https://tidygraph.data-imaginist.com/","https://github.com/thomasp85/tidygraph/","1900-01-01",""
"tidyplots","helpers",FALSE,"https://jbengler.github.io/tidyplots/","https://github.com/jbengler/tidyplots/","1900-01-01",""
"tidyterra","maps",FALSE,"https://dieghernan.github.io/tidyterra/","https://github.com/dieghernan/tidyterra/","1900-01-01",""
"tigris","maps",FALSE,"https://walker-data.com/census-r/census-geographic-data-and-applications-in-r.html","https://github.com/walkerke/tigris/","1900-01-01",""
"tornado","stats",FALSE,"https://bertcarnell.github.io/tornado/","https://github.com/bertcarnell/tornado/","1900-01-01",""
"treeheatr","geoms",FALSE,"https://trangdata.github.io/treeheatr/","https://github.com/trangdata/treeheatr/","1900-01-01",""
"treemap","geoms",FALSE,NA,NA,"1900-01-01",""
"treemapify","geoms",FALSE,"https://wilkox.org/treemapify/","https://github.com/wilkox/treemapify/","1900-01-01",""
"trelliscope","na",FALSE,NA,NA,"1900-01-01","No category in Notion export; Package appears unmaintained"
"trelliscopejs","interactive_plots",FALSE,"https://hafen.github.io/trelliscopejs/","https://github.com/hafen/trelliscopejs/","1900-01-01",""
"tvthemes","themes",FALSE,"https://ryo-n7.github.io/tvthemes/","https://github.com/Ryo-N7/tvthemes/","1900-01-01",""
"unhcrthemes","themes",FALSE,"https://unhcr-dataviz.github.io/unhcrthemes/","https://github.com/unhcr-dataviz/unhcrthemes/","1900-01-01",""
"unicol","scales_and_guides",FALSE,"https://hneth.github.io/unicol/","https://github.com/hneth/unicol/","1900-01-01",""
"unikn","scales_and_guides",FALSE,NA,"https://github.com/hneth/unikn/","1900-01-01",""
"urbnmapr","maps",FALSE,"https://urbaninstitute.github.io/urbnmapr/","https://github.com/UrbanInstitute/urbnmapr/","1900-01-01",""
"urbnthemes","themes",FALSE,"https://urbaninstitute.github.io/urbnthemes/","https://github.com/UrbanInstitute/urbnthemes/","1900-01-01",""
"vapoRwave","themes",FALSE,NA,"https://github.com/moldach/vapoRwave/","1900-01-01",""
"vdmR","na",FALSE,NA,NA,"1900-01-01","No category in Notion export; Package appears unmaintained"
"viridis","scales_and_guides",FALSE,"https://sjmgarnier.github.io/viridis/","https://github.com/sjmgarnier/viridis/","1900-01-01",""
"viridisLite","scales_and_guides",FALSE,"https://sjmgarnier.github.io/viridisLite/","https://github.com/sjmgarnier/viridisLite/","1900-01-01",""
"visR","stats",FALSE,"https://openpharma.github.io/visR/","https://github.com/openpharma/visR/","1900-01-01",""
"visdat","data",FALSE,"https://docs.ropensci.org/visdat/","https://github.com/ropensci/visdat/","1900-01-01",""
"vistime","geoms",FALSE,"https://shosaco.github.io/vistime/","https://github.com/shosaco/vistime/","1900-01-01",""
"waffle","geoms",FALSE,NA,"https://github.com/hrbrmstr/waffle/","1900-01-01",""
"waterfalls","geoms",FALSE,NA,"github.com/hughparsonage/waterfalls/","1900-01-01",""
"wesanderson","scales_and_guides",FALSE,"https://wesandersonpalettes.tumblr.com/","https://github.com/karthik/wesanderson/","1900-01-01",""
"xkcd","themes",FALSE,"https://xkcd.r-forge.r-project.org/","https://github.com/ToledoEM/xkcd/","1900-01-01",""
"xmrr","stats",FALSE,NA,"https://github.com/Zanidean/xmrr/","1900-01-01",""
"marimekko","geoms",FALSE,"https://gogonzo.github.io/marimekko/","https://github.com/gogonzo/marimekko/","2026-03-22",""
